tempo;nivel;pwm
47;10.74;255.00
47;10.74;255.00
47;11.63;255.00
47;11.53;255.00
47;10.95;255.00
47;11.63;255.00
47;11.63;255.00
47;12.53;197.00
47;10.45;255.00
47;10.45;255.00
47;9.49;255.00
47;11.22;255.00
47;11.24;255.00
47;11.24;255.00
47;11.34;255.00
47;11.34;255.00
48;8.86;255.00
48;11.34;255.00
48;12.22;222.00
48;12.13;229.00
48;8.77;255.00
48;8.43;255.00
48;11.82;254.00
48;11.03;255.00
48;9.49;255.00
48;3.73;255.00
48;11.24;255.00
48;9.18;255.00
48;7.90;255.00
48;9.49;255.00
48;10.45;255.00
48;9.18;255.00
48;9.18;255.00
48;9.18;255.00
49;9.49;255.00
49;12.53;197.00
49;11.34;255.00
49;9.18;255.00
49;9.18;255.00
49;10.64;255.00
49;10.66;255.00
49;11.63;255.00
49;11.63;255.00
49;12.53;197.00
49;9.51;255.00
49;12.53;197.00
49;11.24;255.00
49;12.13;229.00
49;13.11;151.00
49;13.11;151.00
49;13.11;151.00
49;13.01;159.00
50;13.11;151.00
50;13.11;151.00
50;13.11;151.00
50;13.01;159.00
50;10.95;255.00
50;11.34;255.00
50;11.03;255.00
50;12.82;174.00
50;12.80;175.00
50;12.70;184.00
50;12.70;184.00
50;12.82;174.00
50;13.69;104.00
50;13.59;112.00
50;13.59;112.00
50;13.71;103.00
50;13.69;104.00
50;13.59;112.00
50;13.71;103.00
51;13.69;104.00
51;13.71;103.00
51;9.82;255.00
51;11.82;254.00
51;11.93;245.00
51;12.53;197.00
51;12.53;197.00
51;12.51;199.00
51;13.30;136.00
51;13.40;127.00
51;13.40;127.00
51;12.53;197.00
51;13.30;136.00
51;13.40;127.00
51;13.40;127.00
51;13.40;127.00
51;13.30;136.00
51;12.53;197.00
52;12.22;222.00
52;13.11;151.00
52;13.01;159.00
52;13.01;159.00
52;8.86;255.00
52;12.22;222.00
52;12.22;222.00
52;11.03;255.00
52;12.24;221.00
52;12.12;230.00
52;10.93;255.00
52;12.82;174.00
52;11.93;245.00
52;12.82;174.00
52;13.59;112.00
52;13.59;112.00
52;13.71;103.00
52;13.71;103.00
52;13.59;112.00
53;13.61;111.00
53;13.69;104.00
53;13.69;104.00
53;14.48;41.00
53;14.58;33.00
53;13.71;103.00
53;14.48;41.00
53;14.58;33.00
53;13.69;104.00
53;13.59;112.00
53;14.58;33.00
53;11.93;245.00
