tempo;nivel;pwm
47;9.82;103.00
47;9.82;103.00
48;9.82;103.00
48;9.82;103.00
48;9.83;103.00
48;9.82;103.00
48;9.82;103.00
48;9.83;103.00
48;8.55;129.00
48;8.43;131.00
48;9.41;111.00
48;9.41;111.00
48;9.51;109.00
48;9.51;109.00
48;9.49;110.00
48;9.51;109.00
48;9.49;110.00
48;9.49;110.00
48;9.49;110.00
48;9.51;109.00
48;9.51;109.00
49;9.51;109.00
49;9.51;109.00
49;9.51;109.00
49;9.41;111.00
49;9.41;111.00
49;9.41;111.00
49;9.51;109.00
49;9.51;109.00
49;9.51;109.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
49;9.18;116.00
50;9.18;116.00
50;9.18;116.00
50;9.18;116.00
50;9.08;118.00
50;9.08;118.00
50;9.08;118.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
50;10.06;98.00
50;10.16;96.00
50;10.16;96.00
50;10.16;96.00
51;8.86;122.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.71;105.00
51;9.73;105.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.82;103.00
51;9.83;103.00
51;9.82;103.00
51;9.83;103.00
51;9.82;103.00
51;10.64;87.00
52;10.69;86.00
52;10.74;85.00
52;10.76;84.00
52;10.76;84.00
52;10.76;84.00
52;9.49;110.00
52;10.66;86.00
52;10.64;87.00
52;9.51;109.00
52;9.51;109.00
52;9.51;109.00
52;9.51;109.00
52;9.49;110.00
52;9.51;109.00
52;9.49;110.00
52;9.51;109.00
52;9.51;109.00
52;9.49;110.00
53;9.51;109.00
53;9.51;109.00
53;10.35;93.00
53;10.45;90.00
53;10.45;90.00
53;10.47;90.00
53;10.45;90.00
53;10.45;90.00
53;10.47;90.00
53;10.45;90.00
53;10.35;93.00
53;10.35;93.00
53;9.18;116.00
53;10.45;90.00
53;9.18;116.00
53;9.18;116.00
53;9.18;116.00
53;9.18;116.00
53;9.18;116.00
54;9.18;116.00
54;9.18;116.00
54;10.16;96.00
54;10.16;96.00
54;10.06;98.00
54;10.06;98.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
54;11.03;79.00
54;10.95;81.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
54;10.16;96.00
55;10.16;96.00
55;9.82;103.00
55;9.82;103.00
55;9.82;103.00
55;9.73;105.00
55;9.73;105.00
55;9.82;103.00
55;9.82;103.00
55;9.83;103.00
55;9.82;103.00
55;9.83;103.00
55;9.82;103.00
55;9.82;103.00
55;10.76;84.00
55;10.64;87.00
55;10.64;87.00
55;10.74;85.00
55;10.74;85.00
55;10.74;85.00
56;10.76;84.00
56;10.74;85.00
56;10.76;84.00
56;10.66;86.00
56;10.74;85.00
56;10.74;85.00
56;10.74;85.00
56;10.76;84.00
56;10.74;85.00
56;10.76;84.00
56;10.66;86.00
56;10.74;85.00
56;10.74;85.00
56;9.51;109.00
56;9.51;109.00
56;9.51;109.00
56;9.51;109.00
56;9.51;109.00
57;9.51;109.00
57;10.45;90.00
57;10.35;93.00
57;10.35;93.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.35;93.00
57;10.35;93.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.45;90.00
57;10.47;90.00
57;10.45;90.00
57;10.35;93.00
58;10.37;92.00
58;9.18;116.00
58;9.18;116.00
58;9.18;116.00
58;9.18;116.00
58;10.16;96.00
58;10.16;96.00
58;10.16;96.00
58;10.16;96.00
58;10.16;96.00
58;10.95;81.00
58;10.93;81.00
58;11.05;78.00
58;11.05;78.00
58;11.03;79.00
58;11.05;78.00
58;11.05;78.00
58;10.93;81.00
59;11.05;78.00
59;11.05;78.00
59;11.05;78.00
59;11.05;78.00
59;11.05;78.00
59;10.93;81.00
59;11.05;78.00
59;11.05;78.00
59;11.03;79.00
59;11.03;79.00
59;11.05;78.00
59;10.93;81.00
59;11.05;78.00
59;11.05;78.00
59;11.03;79.00
59;11.05;78.00
59;10.16;96.00
59;10.06;98.00
59;10.06;98.00
60;10.16;96.00
60;9.82;103.00
60;9.83;103.00
60;9.82;103.00
60;9.82;103.00
60;9.83;103.00
60;10.76;84.00
60;10.74;85.00
60;10.66;86.00
60;10.64;87.00
60;10.76;84.00
60;10.76;84.00
60;10.76;84.00
60;10.76;84.00
60;10.74;85.00
60;10.64;87.00
60;11.53;69.00
60;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.53;69.00
61;11.53;69.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.53;69.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.53;69.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.63;67.00
61;11.53;69.00
62;11.63;67.00
62;11.63;67.00
62;11.63;67.00
62;11.63;67.00
62;11.53;69.00
62;10.66;86.00
62;11.63;67.00
62;10.76;84.00
62;10.74;85.00
62;9.51;109.00
62;9.51;109.00
62;9.51;109.00
62;9.49;110.00
62;9.41;111.00
62;10.35;93.00
62;10.45;90.00
62;10.45;90.00
62;10.45;90.00
63;10.45;90.00
63;10.45;90.00
63;11.34;73.00
63;11.24;75.00
63;11.34;73.00
63;11.33;73.00
63;11.34;73.00
63;11.34;73.00
63;11.34;73.00
63;11.24;75.00
63;11.34;73.00
63;11.34;73.00
63;11.33;73.00
63;11.34;73.00
63;11.24;75.00
63;11.24;75.00
63;11.34;73.00
63;11.34;73.00
63;11.34;73.00
64;11.34;73.00
64;11.24;75.00
64;11.24;75.00
64;11.34;73.00
64;11.34;73.00
64;11.34;73.00
64;11.34;73.00
64;11.24;75.00
64;11.34;73.00
64;10.45;90.00
64;10.45;90.00
64;10.45;90.00
64;10.45;90.00
64;10.45;90.00
64;10.35;93.00
64;9.08;118.00
64;10.16;96.00
64;10.16;96.00
65;10.16;96.00
65;11.05;78.00
65;11.05;78.00
65;11.05;78.00
65;10.95;81.00
65;11.05;78.00
65;11.05;78.00
65;11.05;78.00
65;11.03;79.00
65;11.05;78.00
65;11.82;63.00
65;11.93;61.00
65;11.94;61.00
65;11.93;61.00
65;11.93;61.00
65;11.84;63.00
65;11.93;61.00
65;11.93;61.00
65;11.93;61.00
66;11.82;63.00
66;11.82;63.00
66;11.93;61.00
66;11.93;61.00
66;11.93;61.00
66;11.82;63.00
66;11.82;63.00
66;11.93;61.00
66;11.93;61.00
66;11.93;61.00
66;11.82;63.00
66;11.82;63.00
66;11.94;61.00
66;11.93;61.00
66;11.94;61.00
66;11.82;63.00
66;11.93;61.00
66;11.93;61.00
67;11.93;61.00
67;11.93;61.00
67;11.82;63.00
67;11.93;61.00
67;11.93;61.00
67;11.93;61.00
67;11.93;61.00
67;11.82;63.00
67;11.93;61.00
67;11.93;61.00
67;11.93;61.00
67;11.84;63.00
67;11.82;63.00
67;11.93;61.00
67;11.93;61.00
67;11.94;61.00
67;11.82;63.00
67;11.82;63.00
67;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.82;63.00
68;11.82;63.00
68;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.82;63.00
68;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.82;63.00
68;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.93;61.00
68;11.82;63.00
69;11.93;61.00
69;11.93;61.00
69;11.93;61.00
69;11.82;63.00
69;11.82;63.00
69;11.93;61.00
69;11.94;61.00
69;11.93;61.00
69;11.82;63.00
69;11.82;63.00
69;11.93;61.00
69;11.93;61.00
69;11.93;61.00
69;11.82;63.00
69;11.82;63.00
69;11.93;61.00
69;11.93;61.00
69;11.93;61.00
69;11.82;63.00
70;11.93;61.00
70;11.94;61.00
70;11.93;61.00
70;11.93;61.00
70;11.82;63.00
70;11.93;61.00
70;11.93;61.00
70;11.93;61.00
70;11.91;61.00
70;11.82;63.00
70;11.93;61.00
70;11.93;61.00
70;11.93;61.00
70;11.82;63.00
70;11.82;63.00
70;11.94;61.00
70;11.94;61.00
70;11.93;61.00
71;11.84;63.00
71;11.82;63.00
71;11.93;61.00
71;11.05;78.00
71;11.94;61.00
71;11.82;63.00
71;10.93;81.00
71;11.93;61.00
71;11.03;79.00
71;11.93;61.00
71;11.82;63.00
71;11.82;63.00
71;11.93;61.00
71;11.94;61.00
71;11.93;61.00
71;11.82;63.00
71;11.82;63.00
71;11.94;61.00
71;11.94;61.00
72;11.93;61.00
72;11.82;63.00
72;11.82;63.00
72;11.94;61.00
72;11.93;61.00
72;11.93;61.00
72;11.82;63.00
72;11.94;61.00
72;11.94;61.00
72;11.93;61.00
72;11.93;61.00
72;11.82;63.00
72;11.93;61.00
72;11.94;61.00
72;11.93;61.00
72;11.82;63.00
72;11.82;63.00
72;11.93;61.00
73;11.93;61.00
73;11.93;61.00
73;11.05;78.00
73;11.82;63.00
73;11.94;61.00
73;11.94;61.00
73;11.93;61.00
73;11.84;63.00
73;11.82;63.00
73;11.93;61.00
73;11.93;61.00
73;11.93;61.00
73;11.82;63.00
73;11.84;63.00
73;11.93;61.00
73;11.93;61.00
73;11.93;61.00
73;11.82;63.00
73;11.84;63.00
74;11.93;61.00
74;11.94;61.00
74;11.94;61.00
74;11.82;63.00
74;11.93;61.00
74;11.93;61.00
